,user_id,timestamp,Duration,IP,Title,scroll_depth,referrertype,url,lastaction
0,bb645c6c64e4460dafcab25f4711a229,1674495478,36,118.201.183.106,Sports & Outdoor,0.8,Direct,www.demo.com/Sports&Outdoor,FALSE
1,80a7112938114cc688957cdb521b2632,1674305145,22,27.131.128.0,Sports & Outdoor,0.7,Social Networks,www.demo.com/Sports&Outdoor,FALSE
2,8a5a6474242f4d61ae4f4a7b615d4526,1674016848,31,27.131.128.0,Sports & Outdoor,1,Social Networks,www.demo.com/Sports&Outdoor,FALSE
3,ca350f477c634a84bdaf67e046e634d2,1676815632,32,118.201.183.106,Sports & Outdoor,0.8,Search Engine,www.demo.com/Sports&Outdoor,FALSE
4,d7a556f061d84249802137d89b600208,1674460307,57,118.201.183.106,Sports & Outdoor,0.7,Search Engine,www.demo.com/Sports&Outdoor,FALSE
5,506ce0d642e140babe8be839964464c4,1673104336,14,27.79.255.255,Sports & Outdoor,0.8,Search Engine,www.demo.com/Sports&Outdoor,FALSE
6,831648956ff34ae0b187989499f8c1f9,1673508451,56,118.201.183.106,Sports & Outdoor,0.7,Search Engine,www.demo.com/Sports&Outdoor,FALSE
7,4cdf98f7facd4cf6ab4a8eadf9a3b4f4,1673615883,13,27.50.31.255,Sports & Outdoor,0.7,Search Engine,www.demo.com/Sports&Outdoor,FALSE
8,e08e7a6aae244038aed4a2e3abf943c5,1676945794,38,118.201.183.106,Sports & Outdoor,0.7,Social Networks,www.demo.com/Sports&Outdoor,FALSE
9,dbc72003143d4c2198386300c6264cdf,1677364409,20,118.201.183.106,Sports & Outdoor,0.8,Search Engine,www.demo.com/Sports&Outdoor,FALSE
10,5c41a98e58864319ad6c649d2cb748c6,1677352885,60,27.79.255.255,Sports & Outdoor,0.8,Search Engine,www.demo.com/Sports&Outdoor,FALSE
11,6b67da2a8cb141a887a579c3deead7b5,1673680172,39,27.131.128.0,Men's Apparel,0.8,Social Networks,www.demo.com/MensApparel,FALSE
12,9754977333fb40d89b4d7e68f22bdcf3,1672851715,38,27.131.128.0,Men's Apparel,0.8,Search Engine,www.demo.com/MensApparel,FALSE
13,3f4d3b126d644eac9c99c6e74079d930,1677447633,12,118.201.183.106,Men's Apparel,1,Direct,www.demo.com/MensApparel,FALSE
14,d7d4afa59bec40c1818e80c7f2f5f404,1673399731,57,27.131.128.0,Men's Apparel,0.9,Social Networks,www.demo.com/MensApparel,FALSE
15,7f9f971c79044bcfb4b74480021d0693,1675176268,32,27.131.128.0,Men's Apparel,0.8,Direct,www.demo.com/MensApparel,FALSE
16,4f0697617fe1408195f3db5b99791274,1674460044,62,27.79.255.255,Men's Apparel,0.6,Search Engine,www.demo.com/MensApparel,FALSE
17,ee72e4ac31a04fa28a3cd67ab756e7c9,1674335634,15,118.201.183.106,Men's Apparel,0.9,Social Networks,www.demo.com/MensApparel,FALSE
18,e7e758722c47464fafe805c8b83aca46,1672640282,36,27.50.31.255,Men's Apparel,0.6,Search Engine,www.demo.com/MensApparel,FALSE
19,cf48323298c84025adfbdfd915949d3c,1676752840,32,118.201.183.106,Men's Apparel,0.9,Direct,www.demo.com/MensApparel,FALSE
20,0691905dd981479e9c71f523fa96101b,1674294400,5,1.32.127.255,Men's Apparel,0.8,Social Networks,www.demo.com/MensApparel,FALSE
21,36528eecaab149b0b3cf38e2a8b72fa8,1673555589,53,103.101.47.255,Men's Apparel,0.9,Search Engine,www.demo.com/MensApparel,FALSE
22,94132ff6d08a47cf8cdd6b820c9971d6,1675945895,70,118.201.183.106,Men's Apparel,0.7,Direct,www.demo.com/MensApparel,FALSE
23,10494e0ed7ce4b4fa9d39ae7b720e191,1676373129,24,27.79.255.255,Men's Apparel,0.7,Search Engine,www.demo.com/MensApparel,FALSE
24,bef1fbdea45a418ba6d98ef104ed4464,1676495964,53,118.201.183.106,Sports & Outdoor,0.7,Search Engine,www.demo.com/Sports&Outdoor,FALSE
25,8b910200036d4facacaaadeacbb50065,1676835217,41,1.32.127.255,Sports & Outdoor,0.7,Direct,www.demo.com/Sports&Outdoor,FALSE
26,ff6d6f3010ef4e238a383b1d7dcdc111,1673218414,37,118.201.183.106,Sports & Outdoor,0.6,Search Engine,www.demo.com/Sports&Outdoor,FALSE
27,dfc9d318a9154e698fd3e97116df919c,1674488037,45,118.201.183.106,Sports & Outdoor,0.8,Direct,www.demo.com/Sports&Outdoor,FALSE
28,c5da6d4bae5642bbbd12cc01178b06a6,1674611164,60,118.201.183.106,Sports & Outdoor,0.8,Direct,www.demo.com/Sports&Outdoor,FALSE
29,fc21b918014c4aa0a79657369612800c,1677164464,15,27.131.128.0,Sports & Outdoor,0.8,Direct,www.demo.com/Sports&Outdoor,FALSE
30,344c46ec56bd411da69ec14efc589c4b,1674186664,70,118.201.183.106,Sports & Outdoor,0.6,Search Engine,www.demo.com/Sports&Outdoor,FALSE
31,d64ccb32ae614acdabe9e890d5f1c42a,1676349328,67,118.201.183.106,Sports & Outdoor,0.8,Social Networks,www.demo.com/Sports&Outdoor,FALSE
32,e3655b0c8c9f4d918b82198782baab31,1673089524,46,118.201.183.106,Sports & Outdoor,0.7,Search Engine,www.demo.com/Sports&Outdoor,FALSE
33,6bc553ccbc654011adc7b02a363fa46f,1676856299,8,118.201.183.106,Beauty & Personal Care,0.6,Social Networks,www.demo.com/Beauty&PersonalCare,FALSE
34,fb9e302613d447dc980cafe2dcb3c4f9,1674891763,34,27.50.31.255,Beauty & Personal Care,0.7,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
35,f7ce3b8e0f854e3caf5a486c7210e6e9,1674661181,28,118.201.183.106,Beauty & Personal Care,1,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
36,961ae61c1ddd4cf8a900ab2de23a7fca,1674211653,3,27.79.255.255,Beauty & Personal Care,0.8,Social Networks,www.demo.com/Beauty&PersonalCare,FALSE
37,bbac15fa506148f9a7498ab3fc5309db,1676173730,66,27.131.128.0,Beauty & Personal Care,0.9,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
38,ca750b7ab9c8404ea9bfc4dbc177a7f4,1674605267,57,118.201.183.106,Beauty & Personal Care,0.7,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
39,d42d187ed29944c0b35540b946a2476a,1674013257,54,118.201.183.106,Beauty & Personal Care,1,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
40,dad1c58324b546dfb4ab367a70a33d84,1674367299,57,118.201.183.106,Beauty & Personal Care,1,Social Networks,www.demo.com/Beauty&PersonalCare,FALSE
41,6ec1d1f415f24994b43517d23782bc12,1676034996,55,1.32.127.255,Beauty & Personal Care,0.6,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
42,0d59397a2afa4d9faa18887fce629027,1677422463,33,118.201.183.106,Beauty & Personal Care,0.7,Search Engine,www.demo.com/Beauty&PersonalCare,FALSE
43,6320c50f84c74e9dada0277d2e7708c6,1674166620,69,118.201.183.106,Men's Apparel,0.7,Search Engine,www.demo.com/MensApparel,FALSE
44,a62b163c1092428fba225547d8a2c1c0,1673987011,5,27.131.128.0,Men's Apparel,1,Direct,www.demo.com/MensApparel,FALSE
45,ff6d25351fe14cc08a49deb04d32eee6,1677520389,24,27.131.128.0,Men's Apparel,0.6,Direct,www.demo.com/MensApparel,FALSE
46,97dbffd8d9e94d3db8b0f102aa4b0a27,1677314229,40,27.79.255.255,Men's Apparel,0.6,Social Networks,www.demo.com/MensApparel,FALSE
47,0b8c0000a0ea4e9d86fbe0e67374c430,1675631132,62,118.201.183.106,Men's Apparel,1,Search Engine,www.demo.com/MensApparel,FALSE
48,48c4f03f991940cea5a3bdad237137ed,1676169293,19,118.201.183.106,Men's Apparel,0.8,Direct,www.demo.com/MensApparel,FALSE
49,6c69a6787afd4bf5ad0280f11bec1503,1676763507,31,27.79.255.255,Men's Apparel,0.6,Direct,www.demo.com/MensApparel,FALSE
50,928fa1906c134e5b9d708bdfb38d8afe,1677499906,55,27.50.31.255,Men's Apparel,0.6,Email,www.demo.com/MensApparel,FALSE
51,0968abf99be645848138b40c31465ef2,1673057581,57,27.50.31.255,Men's Apparel,1,Social Networks,www.demo.com/MensApparel,FALSE
52,e09dc31be64b48ef80127d9e9a3c46f2,1676733662,35,103.101.47.255,Men's Apparel,1,Direct,www.demo.com/MensApparel,FALSE
53,dbccfd8b2efc4614ba654cc15a6f62ad,1676210192,16,118.201.183.106,Men's Apparel,0.7,Direct,www.demo.com/MensApparel,FALSE
54,381e15c01e3549b384ad8999ca89541d,1673241283,68,27.131.128.0,Men's Apparel,0.8,Search Engine,www.demo.com/MensApparel,FALSE
55,008dfaa664714eab8fab4ec9310b7e73,1674033147,37,27.50.31.255,Men's Apparel,1,Social Networks,www.demo.com/MensApparel,FALSE
56,da93f2fb09f84ac4b0b871ebdf42be63,1675562151,21,118.201.183.106,Women's Apparel,0.7,Search Engine,www.demo.com/WomensApparel,FALSE
57,482f553a298345698339503054317ba1,1673485621,61,27.79.255.255,Women's Apparel,0.7,Search Engine,www.demo.com/WomensApparel,FALSE
58,58efb50bd71d4c6abda297585ee94c48,1675458397,20,103.101.47.255,Women's Apparel,0.6,Direct,www.demo.com/WomensApparel,FALSE
59,eeaef7f96c7c4dec9ffecac824c1b2f4,1676642569,9,118.201.183.106,Women's Apparel,0.8,Search Engine,www.demo.com/WomensApparel,FALSE
60,9e6612924d3947d6941a593dba2a2420,1672992532,28,118.201.183.106,Women's Apparel,0.6,Social Networks,www.demo.com/WomensApparel,FALSE
61,44ff5f5aa3a74e2e827188103910e9ae,1672971821,25,118.201.183.106,Women's Apparel,0.8,Direct,www.demo.com/WomensApparel,FALSE
62,5e3ae4d219ab4847828ad0bd4bc89d5d,1673022148,45,118.201.183.106,Women's Apparel,1,Direct,www.demo.com/WomensApparel,FALSE
63,41834e020eda4fa7b471cbbb14ecf1a1,1675162631,54,118.201.183.106,Women's Apparel,0.8,Direct,www.demo.com/WomensApparel,FALSE
64,d2211b44a6a14a2a82c330735800bcf2,1674305523,59,27.50.31.255,Women's Apparel,0.8,Social Networks,www.demo.com/WomensApparel,FALSE
65,bb2b708635b344b09e241e5c71ad3e41,1674324750,12,27.131.128.0,Home Appliance,0.9,Direct,www.demo.com/HomeAppliance,FALSE
66,8e5ec145bc8044f3a4bf4952ca2d910b,1674035553,58,118.201.183.106,Home Appliance,0.8,Social Networks,www.demo.com/HomeAppliance,FALSE
67,8f233701007f45d99d34eab9daabdfd9,1675466772,31,118.201.183.106,Home Appliance,0.7,Search Engine,www.demo.com/HomeAppliance,FALSE
68,2f68c84413b84fdba8188699de371b2e,1674339641,49,27.131.128.0,Home Appliance,0.6,Search Engine,www.demo.com/HomeAppliance,FALSE
69,b5c74a9de3244d9a876f600bb68bb81c,1673479248,26,118.201.183.106,Home Appliance,0.7,Social Networks,www.demo.com/HomeAppliance,FALSE
70,58592e4f7bdb49f99e139681abba9cb1,1676696946,41,118.201.183.106,Home Appliance,0.7,Search Engine,www.demo.com/HomeAppliance,FALSE
71,2c7b1efacb874f198d6637934d3fed8e,1673110999,68,27.50.31.255,Home Appliance,0.7,Social Networks,www.demo.com/HomeAppliance,FALSE
72,812164a76e6a41c4a3baaa5533e905d2,1675894921,19,27.79.255.255,Home Appliance,0.9,Search Engine,www.demo.com/HomeAppliance,FALSE
73,e088e69b18ca496fb470e091416ca38b,1675015800,26,27.79.255.255,Home Appliance,0.6,Direct,www.demo.com/HomeAppliance,FALSE
74,d3e56a01ad834ba295b296fb11959190,1676572213,29,27.79.255.255,Home Appliance,0.8,Direct,www.demo.com/HomeAppliance,FALSE
