,timestamp,URL,time_spent,user_id
0,2023-01-22 15:26:47,/home,8,bb645c6c64e4460dafcab25f4711a229
1,2022-12-11 13:47:41,/home,5,6b67da2a8cb141a887a579c3deead7b5
2,2022-12-28 12:34:35,/home,9,bef1fbdea45a418ba6d98ef104ed4464
3,2023-01-08 14:43:50,/home,15,6bc553ccbc654011adc7b02a363fa46f
4,2023-02-03 04:58:30,/home,3,6320c50f84c74e9dada0277d2e7708c6
5,2023-01-24 13:12:04,/home,8,da93f2fb09f84ac4b0b871ebdf42be63
6,2022-12-17 19:03:54,/home,11,9754977333fb40d89b4d7e68f22bdcf3
7,2023-02-13 13:37:21,/home,6,a62b163c1092428fba225547d8a2c1c0
8,2022-12-27 14:21:24,/home,6,fb9e302613d447dc980cafe2dcb3c4f9
9,2023-01-13 12:13:15,/home,5,bb2b708635b344b09e241e5c71ad3e41
10,2023-02-01 10:08:45,/home,11,ff6d25351fe14cc08a49deb04d32eee6
11,2022-12-15 11:45:16,/home,10,f7ce3b8e0f854e3caf5a486c7210e6e9
12,2023-02-14 23:18:45,/home,4,812164a76e6a41c4a3baaa5533e905d2
13,2022-12-27 04:35:40,/home,10,3f4d3b126d644eac9c99c6e74079d930
14,2023-01-09 16:34:56,/home,6,80a7112938114cc688957cdb521b2632
15,2022-12-03 21:49:34,/home,14,8a5a6474242f4d61ae4f4a7b615d4526
16,2023-02-03 22:32:02,/home,10,d7d4afa59bec40c1818e80c7f2f5f404
17,2023-01-07 16:26:22,/home,8,8b910200036d4facacaaadeacbb50065
18,2023-01-11 10:22:02,/home,14,482f553a298345698339503054317ba1
19,2023-01-10 13:43:19,/home,14,e088e69b18ca496fb470e091416ca38b
20,2022-12-18 20:42:01,/home,14,ddfa2858da7c4c95b3ef98f9d30ced66
21,2023-01-16 12:53:50,/home,4,7f9f971c79044bcfb4b74480021d0693
22,2022-12-20 15:20:24,/home,9,8e5ec145bc8044f3a4bf4952ca2d910b
23,2023-01-21 04:43:10,/home,7,4f0697617fe1408195f3db5b99791274
24,2022-12-24 19:27:25,/home,15,354a94c896ef4f3f979891260423e86b
25,2023-01-27 04:37:49,/home,9,054d5a6e771f4db3b2828d1de0117c80
26,2022-12-29 04:13:53,/home,7,ca350f477c634a84bdaf67e046e634d2
27,2022-12-21 00:51:48,/home,12,0bf5e88bcf57457486840b83edd600c6
28,2022-12-21 12:32:24,/home,7,961ae61c1ddd4cf8a900ab2de23a7fca
29,2022-12-23 20:48:27,/home,15,d7a556f061d84249802137d89b600208
30,2022-12-22 15:44:14,/home,6,ee72e4ac31a04fa28a3cd67ab756e7c9
31,2023-01-17 22:50:15,/home,5,58efb50bd71d4c6abda297585ee94c48
32,2023-01-30 12:02:02,/home,15,f8397ebf1735417b892273706978ced0
33,2023-01-06 08:03:39,/home,9,710d5fd27fd7435bbfe573260e9cad2b
34,2023-01-07 04:36:06,/home,15,506ce0d642e140babe8be839964464c4
35,2023-02-01 09:05:33,/home,10,fd88eea63a404214b517a09fef08b82f
36,2022-12-31 22:07:10,/home,12,ff6d6f3010ef4e238a383b1d7dcdc111
37,2023-02-05 10:36:46,/home,7,bbac15fa506148f9a7498ab3fc5309db
38,2023-01-16 16:24:21,/home,9,8297160179ff4807b64991e37aa4a5c5
39,2022-12-27 14:17:24,/home,13,97dbffd8d9e94d3db8b0f102aa4b0a27
40,2022-12-14 02:10:03,/home,10,e7e758722c47464fafe805c8b83aca46
41,2023-01-09 18:59:52,/home,5,0b8c0000a0ea4e9d86fbe0e67374c430
42,2022-12-24 05:34:07,/home,6,7346ec8ad47f484e9c000207e470d1c9
43,2023-01-03 09:16:17,/home,4,cf48323298c84025adfbdfd915949d3c
44,2023-01-13 17:40:08,/home,9,831648956ff34ae0b187989499f8c1f9
45,2023-01-28 00:59:00,/home,6,4cdf98f7facd4cf6ab4a8eadf9a3b4f4
46,2022-12-13 07:22:05,/home,3,eeaef7f96c7c4dec9ffecac824c1b2f4
47,2022-12-02 04:58:13,/home,13,0691905dd981479e9c71f523fa96101b
48,2023-02-06 21:43:42,/home,9,8f233701007f45d99d34eab9daabdfd9
49,2023-01-22 21:00:54,/home,5,2f68c84413b84fdba8188699de371b2e
50,2022-12-17 03:03:38,/home,9,d3e56a01ad834ba295b296fb11959190
51,2023-01-08 12:01:12,/home,14,e08e7a6aae244038aed4a2e3abf943c5
52,2023-01-14 07:47:56,/home,5,48c4f03f991940cea5a3bdad237137ed
53,2023-01-23 11:56:12,/home,8,6c69a6787afd4bf5ad0280f11bec1503
54,2023-01-09 22:19:08,/home,3,928fa1906c134e5b9d708bdfb38d8afe
55,2023-01-07 06:29:19,/home,9,dfc9d318a9154e698fd3e97116df919c
56,2023-01-25 01:52:50,/home,5,b5c74a9de3244d9a876f600bb68bb81c
57,2023-01-31 12:23:25,/home,10,ef3ebbea87ba4d3abe9001de7b02a9c0
58,2023-01-25 00:52:37,/home,5,ca750b7ab9c8404ea9bfc4dbc177a7f4
59,2022-12-26 09:23:50,/home,10,dbc72003143d4c2198386300c6264cdf
60,2022-12-17 19:16:10,/home,14,0968abf99be645848138b40c31465ef2
61,2023-01-16 11:34:39,/home,12,2d202eb89de145dfa2e45c244d6eaf50
62,2023-02-12 15:29:25,/home,8,036e4190946e4ae89bc0e8357b2e7164
63,2023-01-11 14:00:03,/home,13,58592e4f7bdb49f99e139681abba9cb1
64,2023-01-22 04:32:11,/home,3,c5da6d4bae5642bbbd12cc01178b06a6
65,2022-12-10 17:34:02,/home,9,36528eecaab149b0b3cf38e2a8b72fa8
66,2023-02-11 18:06:22,/home,14,d42d187ed29944c0b35540b946a2476a
67,2022-12-27 23:39:03,/home,13,fc21b918014c4aa0a79657369612800c
68,2022-12-13 23:22:44,/home,14,dad1c58324b546dfb4ab367a70a33d84
69,2022-12-31 19:34:48,/home,14,e09dc31be64b48ef80127d9e9a3c46f2
70,2023-01-15 05:41:03,/home,11,344c46ec56bd411da69ec14efc589c4b
71,2022-12-29 22:01:58,/home,14,9e6612924d3947d6941a593dba2a2420
72,2023-02-02 08:31:21,/home,8,06d1ff4b075b4748aa71a5de465c00ec
73,2022-12-11 17:48:26,/home,4,6ec1d1f415f24994b43517d23782bc12
74,2022-12-27 20:56:08,/home,11,353eca074adf40a39bdec269fcff5596
75,2022-12-11 12:54:52,/home,13,a48ef7995d174317a163017c95711be9
76,2023-01-13 16:50:18,/home,6,dbccfd8b2efc4614ba654cc15a6f62ad
77,2023-01-02 14:08:09,/home,4,d64ccb32ae614acdabe9e890d5f1c42a
78,2022-12-30 20:52:53,/home,12,381e15c01e3549b384ad8999ca89541d
79,2022-12-24 03:48:01,/home,5,6d97d7e65c524d9ba7856ed6c81ec96a
80,2022-12-13 16:48:36,/home,8,f872038efb8f4e4daf6c274259dd5146
81,2023-01-08 00:57:14,/home,11,bb75a43ad60e4d3e9c3f38a3238841fa
82,2022-12-22 03:16:48,/home,6,6887408231af4e0e86446e8b1a56cac7
83,2022-12-08 18:50:31,/home,4,44ff5f5aa3a74e2e827188103910e9ae
84,2022-12-31 04:09:06,/home,4,e4d2dad0f3ca4962845d2fc0b085cd2f
85,2022-12-03 16:13:38,/home,14,e5562b0b793942cb93dcb2c0823740df
86,2023-01-26 04:09:38,/home,9,2c7b1efacb874f198d6637934d3fed8e
87,2022-12-30 23:33:04,/home,8,0d59397a2afa4d9faa18887fce629027
88,2023-02-13 12:20:33,/home,7,5e3ae4d219ab4847828ad0bd4bc89d5d
89,2022-12-09 00:23:06,/home,14,5c41a98e58864319ad6c649d2cb748c6
90,2023-01-08 15:43:40,/home,3,94132ff6d08a47cf8cdd6b820c9971d6
91,2022-12-06 18:25:47,/home,14,e3655b0c8c9f4d918b82198782baab31
92,2023-01-31 04:34:50,/home,4,fd34bc786ae14830b7cb3507787813fd
93,2022-12-13 15:34:57,/home,3,7cddd15e4e3845e3b21ed54368c0e6bd
94,2022-12-02 15:43:23,/home,5,d77dac42aa724b638f6d9ca9cab00bfd
